marca,modelo,ano_vehic,antiguedad,rango_antiguedad,km,combustible,puertas,cv,transmision,ubicacion,particular,precio,segmento_precio,precio_por_cv,stats_visto,stats_favorito,stats_contactado,engagement_score,fuente
SEAT,Leon,2016.0,5,Reciente (4-7a),63910.0,Gasolina,5.0,,manual,Hospitalet,Profesional,16.49,Medio (10-20K),,0,0,0,0.0,Flexicar
VOLKSWAGEN,Golf,2013.0,8,Seminuevo (8-12a),158500.0,Diesel,5.0,,automatica,Badalona,Profesional,9.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
PEUGEOT,2008,2019.0,2,Casi nuevo (0-3a),32550.0,Gasolina,5.0,,automatica,Hospitalet,Profesional,16.99,Medio (10-20K),,0,0,0,0.0,Flexicar
MINI,Countryman,2018.0,3,Casi nuevo (0-3a),28492.0,Gasolina,5.0,,manual,Sabadell 3,Profesional,19.99,Medio (10-20K),,0,0,0,0.0,Flexicar
NISSAN,JUKE,2019.0,2,Casi nuevo (0-3a),13500.0,Gasolina,5.0,,manual,Hospitalet,Profesional,13.99,Medio (10-20K),,0,0,0,0.0,Flexicar
VOLVO,XC40,2018.0,3,Casi nuevo (0-3a),128000.0,Diesel,5.0,,automatica,Sabadell 3,Profesional,28.49,Premium (20-35K),,0,0,0,0.0,Flexicar
AUDI,A5,2019.0,2,Casi nuevo (0-3a),61800.0,Diesel,5.0,,automatica,Sabadell 3,Profesional,32.49,Premium (20-35K),,0,0,0,0.0,Flexicar
PEUGEOT,3008,2018.0,3,Casi nuevo (0-3a),130500.0,Diesel,5.0,,automatica,Sabadell 3,Profesional,23.49,Premium (20-35K),,0,0,0,0.0,Flexicar
SEAT,Leon,2019.0,2,Casi nuevo (0-3a),50500.0,Gasolina,5.0,,manual,Sabadell 1,Profesional,16.71,Medio (10-20K),,0,0,0,0.0,Flexicar
TOYOTA,Rav4,2020.0,1,Casi nuevo (0-3a),21000.0,Híbrido,5.0,,automatica,Sabadell 1,Profesional,31.99,Premium (20-35K),,0,0,0,0.0,Flexicar
TOYOTA,Rav4,2017.0,4,Reciente (4-7a),133000.0,Híbrido,5.0,,automatica,Sabadell 1,Profesional,19.99,Medio (10-20K),,0,0,0,0.0,Flexicar
RENAULT,Grand Scenic,2018.0,3,Casi nuevo (0-3a),46000.0,Gasolina,5.0,,manual,Badalona,Profesional,18.99,Medio (10-20K),,0,0,0,0.0,Flexicar
DACIA,Sandero,2015.0,6,Reciente (4-7a),96960.0,Diesel,5.0,,manual,Sabadell 1,Profesional,8.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
MERCEDES,Benz Clase GLE,2016.0,5,Reciente (4-7a),103500.0,Diesel,5.0,,automatica,Sabadell 1,Profesional,28.99,Premium (20-35K),,0,0,0,0.0,Flexicar
MAZDA,MX-5,2018.0,3,Casi nuevo (0-3a),18000.0,Gasolina,5.0,,manual,Sabadell 1,Profesional,21.49,Premium (20-35K),,0,0,0,0.0,Flexicar
LAND,Rover Range Rover Evoque,2013.0,8,Seminuevo (8-12a),137000.0,Diesel,5.0,,manual,Sabadell 1,Profesional,17.49,Medio (10-20K),,0,0,0,0.0,Flexicar
VOLKSWAGEN,Scirocco,2013.0,8,Seminuevo (8-12a),113800.0,Gasolina,5.0,,manual,Mataró,Profesional,12.99,Medio (10-20K),,0,0,0,0.0,Flexicar
PEUGEOT,Partner,2017.0,4,Reciente (4-7a),87550.0,Diesel,5.0,,manual,Mataró,Profesional,14.99,Medio (10-20K),,0,0,0,0.0,Flexicar
MERCEDES,Benz Clase A,2018.0,3,Casi nuevo (0-3a),56099.0,Diesel,5.0,,automatica,Gavá,Profesional,22.99,Premium (20-35K),,0,0,0,0.0,Flexicar
MERCEDES,Benz Clase C,2015.0,6,Reciente (4-7a),108000.0,Diesel,5.0,,automatica,Gavá,Profesional,19.99,Medio (10-20K),,0,0,0,0.0,Flexicar
CUPRA,Formentor,2021.0,0,Casi nuevo (0-3a),6308.0,Gasolina,5.0,,manual,Sabadell 2,Profesional,27.99,Premium (20-35K),,0,0,0,0.0,Flexicar
FIAT,500L,2014.0,7,Reciente (4-7a),109162.0,Diesel,5.0,,manual,Sabadell 2,Profesional,8.79,Accesible (5-10K),,0,0,0,0.0,Flexicar
RENAULT,Grand Scenic,2017.0,4,Reciente (4-7a),47154.0,Gasolina,5.0,,manual,Viladecans,Profesional,17.49,Medio (10-20K),,0,0,0,0.0,Flexicar
RENAULT,Talisman,2018.0,3,Casi nuevo (0-3a),41368.0,Diesel,5.0,,manual,Viladecans,Profesional,14.99,Medio (10-20K),,0,0,0,0.0,Flexicar
MAZDA,CX-3,2018.0,3,Casi nuevo (0-3a),20545.0,Gasolina,5.0,,automatica,Viladecans,Profesional,22.49,Premium (20-35K),,0,0,0,0.0,Flexicar
HONDA,CR-V,2016.0,5,Reciente (4-7a),63800.0,Diesel,5.0,,manual,Badalona,Profesional,17.99,Medio (10-20K),,0,0,0,0.0,Flexicar
MITSUBISHI,ASX,2018.0,3,Casi nuevo (0-3a),95274.0,Gasolina,5.0,,manual,Viladecans,Profesional,15.99,Medio (10-20K),,0,0,0,0.0,Flexicar
PEUGEOT,308,2015.0,6,Reciente (4-7a),116806.0,Diesel,5.0,,manual,Viladecans,Profesional,9.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
LAND,Rover Range Rover Evoque,2014.0,7,Reciente (4-7a),186166.0,Diesel,5.0,,automatica,Viladecans,Profesional,20.49,Premium (20-35K),,0,0,0,0.0,Flexicar
BMW,Serie 3,2015.0,6,Reciente (4-7a),126000.0,Diesel,5.0,,automatica,Viladecans,Profesional,20.99,Premium (20-35K),,0,0,0,0.0,Flexicar
MAZDA,Mazda3,2019.0,2,Casi nuevo (0-3a),41000.0,Diesel,5.0,,manual,Badalona,Profesional,18.99,Medio (10-20K),,0,0,0,0.0,Flexicar
HONDA,Civic,2017.0,4,Reciente (4-7a),95694.0,Gasolina,5.0,,manual,Viladecans,Profesional,15.49,Medio (10-20K),,0,0,0,0.0,Flexicar
TOYOTA,Yaris,2016.0,5,Reciente (4-7a),97500.0,Híbrido,5.0,,automatica,Badalona,Profesional,10.99,Medio (10-20K),,0,0,0,0.0,Flexicar
PORSCHE,Cayenne,2017.0,4,Reciente (4-7a),162573.0,Diesel,5.0,,automatica,Esplugas,Profesional,38.49,Lujo (>35K),,0,0,0,0.0,Flexicar
SEAT,Leon,2020.0,1,Casi nuevo (0-3a),9870.0,Gasolina,5.0,,automatica,Esplugas,Profesional,28.99,Premium (20-35K),,0,0,0,0.0,Flexicar
MERCEDES,Benz Clase GLA,2018.0,3,Casi nuevo (0-3a),46178.0,Diesel,5.0,,automatica,Esplugas,Profesional,23.99,Premium (20-35K),,0,0,0,0.0,Flexicar
SEAT,Ibiza,2018.0,3,Casi nuevo (0-3a),82477.0,Gasolina,5.0,,manual,Esplugas,Profesional,13.99,Medio (10-20K),,0,0,0,0.0,Flexicar
BMW,Serie 4,2017.0,4,Reciente (4-7a),178060.0,Diesel,5.0,,automatica,Hospitalet,Profesional,24.49,Premium (20-35K),,0,0,0,0.0,Flexicar
SEAT,Leon,2014.0,7,Reciente (4-7a),80500.0,Gasolina,5.0,,manual,Hospitalet,Profesional,12.99,Medio (10-20K),,0,0,0,0.0,Flexicar
RENAULT,Scenic,2020.0,1,Casi nuevo (0-3a),13379.0,Diesel,5.0,,manual,Sabadell 3,Profesional,23.49,Premium (20-35K),,0,0,0,0.0,Flexicar
AUDI,A3,2016.0,5,Reciente (4-7a),113800.0,Diesel,5.0,,manual,Sabadell 3,Profesional,17.49,Medio (10-20K),,0,0,0,0.0,Flexicar
FIAT,500L,2019.0,2,Casi nuevo (0-3a),24300.0,Gasolina,5.0,,manual,Sabadell 3,Profesional,14.49,Medio (10-20K),,0,0,0,0.0,Flexicar
RENAULT,Clio,2018.0,3,Casi nuevo (0-3a),55055.0,Gasolina,5.0,,manual,Sabadell 3,Profesional,10.99,Medio (10-20K),,0,0,0,0.0,Flexicar
FORD,Focus,2019.0,2,Casi nuevo (0-3a),62000.0,Gasolina,5.0,,automatica,Gavá,Profesional,16.99,Medio (10-20K),,0,0,0,0.0,Flexicar
FORD,Fiesta,2019.0,2,Casi nuevo (0-3a),21000.0,Gasolina,5.0,,manual,Gavá,Profesional,14.99,Medio (10-20K),,0,0,0,0.0,Flexicar
AUDI,A3,2016.0,5,Reciente (4-7a),133000.0,Diesel,5.0,,manual,Gavá,Profesional,16.49,Medio (10-20K),,0,0,0,0.0,Flexicar
FORD,Kuga,2017.0,4,Reciente (4-7a),67517.0,Gasolina,5.0,,manual,Hospitalet,Profesional,15.49,Medio (10-20K),,0,0,0,0.0,Flexicar
CITROEN,C4,2016.0,5,Reciente (4-7a),70000.0,Diesel,5.0,,manual,Granollers,Profesional,11.99,Medio (10-20K),,0,0,0,0.0,Flexicar
VOLKSWAGEN,Scirocco,2015.0,6,Reciente (4-7a),90083.0,Gasolina,5.0,,manual,Viladecans,Profesional,14.99,Medio (10-20K),,0,0,0,0.0,Flexicar
BMW,i3,2018.0,3,Casi nuevo (0-3a),90680.0,Eléctrico,5.0,,automatica,Viladecans,Profesional,20.49,Premium (20-35K),,0,0,0,0.0,Flexicar
BMW,Serie 4,2016.0,5,Reciente (4-7a),100192.0,Diesel,5.0,,automatica,Viladecans,Profesional,25.49,Premium (20-35K),,0,0,0,0.0,Flexicar
TOYOTA,C-HR,2018.0,3,Casi nuevo (0-3a),49424.0,Híbrido,5.0,,automatica,Viladecans,Profesional,19.99,Medio (10-20K),,0,0,0,0.0,Flexicar
PEUGEOT,208,2016.0,5,Reciente (4-7a),47658.0,Gasolina,5.0,,manual,Viladecans,Profesional,9.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
MINI,Countryman,2013.0,8,Seminuevo (8-12a),160500.0,Diesel,5.0,,manual,Granollers,Profesional,10.49,Medio (10-20K),,0,0,0,0.0,Flexicar
VOLKSWAGEN,Scirocco,2013.0,8,Seminuevo (8-12a),125000.0,Diesel,5.0,,automatica,Granollers,Profesional,13.99,Medio (10-20K),,0,0,0,0.0,Flexicar
ABARTH,500,2015.0,6,Reciente (4-7a),43000.0,Gasolina,5.0,,manual,Granollers,Profesional,13.99,Medio (10-20K),,0,0,0,0.0,Flexicar
TOYOTA,Auris,2018.0,3,Casi nuevo (0-3a),82800.0,Híbrido,5.0,,automatica,Granollers,Profesional,15.49,Medio (10-20K),,0,0,0,0.0,Flexicar
MERCEDES,Benz Clase CLA,2017.0,4,Reciente (4-7a),128754.0,Diesel,5.0,,manual,Gavá,Profesional,21.99,Premium (20-35K),,0,0,0,0.0,Flexicar
SEAT,Altea,2010.0,11,Seminuevo (8-12a),132699.0,Diesel,5.0,,manual,Gavá,Profesional,5.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
KIA,Carens,2015.0,6,Reciente (4-7a),113299.0,Diesel,5.0,,manual,Gavá,Profesional,9.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
CITROEN,Berlingo,2019.0,2,Casi nuevo (0-3a),45000.0,Gasolina,5.0,,manual,Gavá,Profesional,19.99,Medio (10-20K),,0,0,0,0.0,Flexicar
SEAT,Leon,2015.0,6,Reciente (4-7a),122631.0,Diesel,5.0,,manual,Esplugas,Profesional,14.99,Medio (10-20K),,0,0,0,0.0,Flexicar
VOLKSWAGEN,Tiguan,2016.0,5,Reciente (4-7a),151500.0,Diesel,5.0,,manual,Granollers,Profesional,15.99,Medio (10-20K),,0,0,0,0.0,Flexicar
VOLKSWAGEN,Multivan,2016.0,5,Reciente (4-7a),83000.0,Diesel,5.0,,automatica,Esplugas,Profesional,34.49,Premium (20-35K),,0,0,0,0.0,Flexicar
MAZDA,Mazda3,2015.0,6,Reciente (4-7a),85000.0,Gasolina,5.0,,automatica,Hospitalet,Profesional,14.49,Medio (10-20K),,0,0,0,0.0,Flexicar
RENAULT,Scenic,2014.0,7,Reciente (4-7a),73196.0,Gasolina,5.0,,manual,Sabadell 1,Profesional,10.49,Medio (10-20K),,0,0,0,0.0,Flexicar
PEUGEOT,2008,2017.0,4,Reciente (4-7a),59283.0,Gasolina,5.0,,automatica,Sabadell 1,Profesional,13.47,Medio (10-20K),,0,0,0,0.0,Flexicar
AUDI,Q3,2014.0,7,Reciente (4-7a),130601.0,Gasolina,5.0,,automatica,Sabadell 1,Profesional,17.18,Medio (10-20K),,0,0,0,0.0,Flexicar
BMW,Serie 3,2015.0,6,Reciente (4-7a),150000.0,Diesel,5.0,,automatica,Sabadell 1,Profesional,19.99,Medio (10-20K),,0,0,0,0.0,Flexicar
JEEP,Renegade,2019.0,2,Casi nuevo (0-3a),38500.0,Gasolina,5.0,,manual,Badalona,Profesional,17.99,Medio (10-20K),,0,0,0,0.0,Flexicar
MITSUBISHI,ASX,2018.0,3,Casi nuevo (0-3a),31100.0,Gasolina,5.0,,manual,Badalona,Profesional,17.99,Medio (10-20K),,0,0,0,0.0,Flexicar
DACIA,Duster,2020.0,1,Casi nuevo (0-3a),26500.0,Gasolina,5.0,,manual,Badalona,Profesional,17.99,Medio (10-20K),,0,0,0,0.0,Flexicar
FIAT,500L,2016.0,5,Reciente (4-7a),52102.0,Diesel,5.0,,manual,Hospitalet,Profesional,12.99,Medio (10-20K),,0,0,0,0.0,Flexicar
PEUGEOT,3008,2017.0,4,Reciente (4-7a),64200.0,Diesel,5.0,,manual,Badalona,Profesional,20.99,Premium (20-35K),,0,0,0,0.0,Flexicar
CITROEN,C1,2018.0,3,Casi nuevo (0-3a),16000.0,Gasolina,5.0,,manual,Hospitalet,Profesional,9.49,Accesible (5-10K),,0,0,0,0.0,Flexicar
PEUGEOT,308,2019.0,2,Casi nuevo (0-3a),68200.0,Gasolina,5.0,,automatica,Badalona,Profesional,17.99,Medio (10-20K),,0,0,0,0.0,Flexicar
SEAT,Leon,2018.0,3,Casi nuevo (0-3a),71520.0,Diesel,5.0,,automatica,Badalona,Profesional,19.99,Medio (10-20K),,0,0,0,0.0,Flexicar
RENAULT,Captur,2015.0,6,Reciente (4-7a),49100.0,Gasolina,5.0,,manual,Badalona,Profesional,11.99,Medio (10-20K),,0,0,0,0.0,Flexicar
CITROEN,C3,2018.0,3,Casi nuevo (0-3a),34000.0,Gasolina,5.0,,manual,Badalona,Profesional,10.99,Medio (10-20K),,0,0,0,0.0,Flexicar
BMW,X2,2018.0,3,Casi nuevo (0-3a),63166.0,Diesel,5.0,,automatica,Viladecans,Profesional,30.99,Premium (20-35K),,0,0,0,0.0,Flexicar
SEAT,Leon,2018.0,3,Casi nuevo (0-3a),62147.0,Gasolina,5.0,,manual,Viladecans,Profesional,24.79,Premium (20-35K),,0,0,0,0.0,Flexicar
MAZDA,CX-5,2016.0,5,Reciente (4-7a),198000.0,Diesel,5.0,,manual,Viladecans,Profesional,12.49,Medio (10-20K),,0,0,0,0.0,Flexicar
PEUGEOT,3008,2018.0,3,Casi nuevo (0-3a),114000.0,Diesel,5.0,,automatica,Sabadell 3,Profesional,19.99,Medio (10-20K),,0,0,0,0.0,Flexicar
PEUGEOT,208,2017.0,4,Reciente (4-7a),78000.0,Diesel,5.0,,manual,Sabadell 3,Profesional,11.49,Medio (10-20K),,0,0,0,0.0,Flexicar
OPEL,Insignia,2017.0,4,Reciente (4-7a),110000.0,Diesel,5.0,,manual,Sabadell 3,Profesional,13.49,Medio (10-20K),,0,0,0,0.0,Flexicar
SEAT,Ateca,2020.0,1,Casi nuevo (0-3a),32000.0,Gasolina,5.0,,manual,Sabadell 3,Profesional,19.49,Medio (10-20K),,0,0,0,0.0,Flexicar
VOLKSWAGEN,Sharan,2016.0,5,Reciente (4-7a),87000.0,Diesel,5.0,,manual,Sabadell 3,Profesional,23.99,Premium (20-35K),,0,0,0,0.0,Flexicar
NISSAN,JUKE,2017.0,4,Reciente (4-7a),97700.0,Gasolina,5.0,,automatica,Sabadell 3,Profesional,12.49,Medio (10-20K),,0,0,0,0.0,Flexicar
DACIA,Logan,2016.0,5,Reciente (4-7a),4840.0,Gasolina,5.0,,manual,Sabadell 3,Profesional,9.49,Accesible (5-10K),,0,0,0,0.0,Flexicar
LEXUS,IS,2018.0,3,Casi nuevo (0-3a),91620.0,Híbrido,5.0,,automatica,Sabadell 3,Profesional,20.49,Premium (20-35K),,0,0,0,0.0,Flexicar
PEUGEOT,2008,2020.0,1,Casi nuevo (0-3a),23000.0,Gasolina,5.0,,manual,Sabadell 3,Profesional,19.99,Medio (10-20K),,0,0,0,0.0,Flexicar
FORD,Focus,2017.0,4,Reciente (4-7a),61901.0,Gasolina,5.0,,manual,Esplugas,Profesional,11.99,Medio (10-20K),,0,0,0,0.0,Flexicar
NISSAN,X-Trail,2017.0,4,Reciente (4-7a),99566.0,Diesel,5.0,,manual,Esplugas,Profesional,16.99,Medio (10-20K),,0,0,0,0.0,Flexicar
VOLKSWAGEN,Golf,2016.0,5,Reciente (4-7a),21416.0,Diesel,5.0,,manual,Esplugas,Profesional,16.99,Medio (10-20K),,0,0,0,0.0,Flexicar
CITROEN,C4 Cactus,2020.0,1,Casi nuevo (0-3a),24060.0,Gasolina,5.0,,manual,Esplugas,Profesional,14.49,Medio (10-20K),,0,0,0,0.0,Flexicar
DACIA,Sandero,2015.0,6,Reciente (4-7a),21050.0,Diesel,5.0,,manual,Sabadell 1,Profesional,8.49,Accesible (5-10K),,0,0,0,0.0,Flexicar
CITROEN,C4 Cactus,2017.0,4,Reciente (4-7a),117409.0,Diesel,5.0,,manual,Viladecans,Profesional,11.49,Medio (10-20K),,0,0,0,0.0,Flexicar
TOYOTA,Land Cruiser,2016.0,5,Reciente (4-7a),52345.0,Diesel,5.0,,manual,Mataró,Profesional,32.99,Premium (20-35K),,0,0,0,0.0,Flexicar
ALFA,Romeo Mito,2014.0,7,Reciente (4-7a),76586.0,Diesel,5.0,,manual,Gavá,Profesional,7.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
JAGUAR,XF,2011.0,10,Seminuevo (8-12a),163000.0,Diesel,5.0,,automatica,Gavá,Profesional,10.99,Medio (10-20K),,0,0,0,0.0,Flexicar
NISSAN,JUKE,2019.0,2,Casi nuevo (0-3a),43339.0,Gasolina,5.0,,manual,Badalona,Profesional,13.99,Medio (10-20K),,0,0,0,0.0,Flexicar
TOYOTA,Yaris,2017.0,4,Reciente (4-7a),79648.0,Híbrido,5.0,,automatica,Mataró,Profesional,13.49,Medio (10-20K),,0,0,0,0.0,Flexicar
RENAULT,Clio,2013.0,8,Seminuevo (8-12a),102000.0,Gasolina,5.0,,manual,Sabadell 2,Profesional,8.29,Accesible (5-10K),,0,0,0,0.0,Flexicar
HYUNDAI,Tucson,2018.0,3,Casi nuevo (0-3a),53507.0,Gasolina,5.0,,manual,Viladecans,Profesional,16.99,Medio (10-20K),,0,0,0,0.0,Flexicar
KIA,Rio,2014.0,7,Reciente (4-7a),75830.0,Gasolina,5.0,,manual,Mataró,Profesional,7.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
VOLKSWAGEN,Golf,2020.0,1,Casi nuevo (0-3a),14722.0,Gasolina,5.0,,manual,Mataró,Profesional,23.99,Premium (20-35K),,0,0,0,0.0,Flexicar
KIA,Sportage,2018.0,3,Casi nuevo (0-3a),17228.0,Gasolina,5.0,,automatica,Mataró,Profesional,21.99,Premium (20-35K),,0,0,0,0.0,Flexicar
KIA,Ceed,2018.0,3,Casi nuevo (0-3a),52127.0,Gasolina,5.0,,manual,Viladecans,Profesional,12.99,Medio (10-20K),,0,0,0,0.0,Flexicar
BMW,Serie 1,2015.0,6,Reciente (4-7a),52407.0,Diesel,5.0,,manual,Granollers,Profesional,13.99,Medio (10-20K),,0,0,0,0.0,Flexicar
PORSCHE,Cayenne,2011.0,10,Seminuevo (8-12a),169227.0,Híbrido,5.0,,automatica,Gavá,Profesional,22.99,Premium (20-35K),,0,0,0,0.0,Flexicar
FORD,Focus,2014.0,7,Reciente (4-7a),93000.0,Gasolina,5.0,,manual,Mataró,Profesional,10.49,Medio (10-20K),,0,0,0,0.0,Flexicar
PEUGEOT,2008,2021.0,0,Casi nuevo (0-3a),2054.0,Diesel,5.0,,manual,Viladecans,Profesional,21.79,Premium (20-35K),,0,0,0,0.0,Flexicar
ABARTH,500,2018.0,3,Casi nuevo (0-3a),51116.0,Gasolina,5.0,,manual,Viladecans,Profesional,15.49,Medio (10-20K),,0,0,0,0.0,Flexicar
RENAULT,Megane,2016.0,5,Reciente (4-7a),102782.0,Diesel,5.0,,manual,Viladecans,Profesional,12.49,Medio (10-20K),,0,0,0,0.0,Flexicar
FORD,Fiesta,2019.0,2,Casi nuevo (0-3a),6500.0,Gasolina,5.0,,manual,Gavá,Profesional,15.49,Medio (10-20K),,0,0,0,0.0,Flexicar
ALFA,Romeo Mito,2015.0,6,Reciente (4-7a),44500.0,Diesel,5.0,,manual,Sabadell 1,Profesional,9.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
SEAT,Ibiza,2015.0,6,Reciente (4-7a),28500.0,Gasolina,5.0,,manual,Sabadell 2,Profesional,8.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
BMW,X3,2018.0,3,Casi nuevo (0-3a),160816.0,Diesel,5.0,,automatica,Viladecans,Profesional,30.49,Premium (20-35K),,0,0,0,0.0,Flexicar
BMW,Serie 3,2016.0,5,Reciente (4-7a),91467.0,Diesel,5.0,,manual,Viladecans,Profesional,17.99,Medio (10-20K),,0,0,0,0.0,Flexicar
KIA,Ceed,2018.0,3,Casi nuevo (0-3a),72263.0,Diesel,5.0,,manual,Viladecans,Profesional,13.49,Medio (10-20K),,0,0,0,0.0,Flexicar
FORD,Grand C-Max,2019.0,2,Casi nuevo (0-3a),59500.0,Gasolina,5.0,,manual,Sabadell 1,Profesional,15.99,Medio (10-20K),,0,0,0,0.0,Flexicar
PEUGEOT,3008,2016.0,5,Reciente (4-7a),94500.0,Diesel,5.0,,manual,Sabadell 1,Profesional,11.43,Medio (10-20K),,0,0,0,0.0,Flexicar
LEXUS,CT,2018.0,3,Casi nuevo (0-3a),82167.0,Híbrido,5.0,,automatica,Sabadell 3,Profesional,17.99,Medio (10-20K),,0,0,0,0.0,Flexicar
RENAULT,Scenic,2015.0,6,Reciente (4-7a),55000.0,Gasolina,5.0,,manual,Sabadell 1,Profesional,10.52,Medio (10-20K),,0,0,0,0.0,Flexicar
VOLKSWAGEN,Polo,2015.0,6,Reciente (4-7a),76490.0,Gasolina,5.0,,manual,Hospitalet,Profesional,11.99,Medio (10-20K),,0,0,0,0.0,Flexicar
OPEL,Corsa,2016.0,5,Reciente (4-7a),32200.0,Gasolina,5.0,,manual,Mataró,Profesional,10.99,Medio (10-20K),,0,0,0,0.0,Flexicar
RENAULT,Clio,2017.0,4,Reciente (4-7a),72000.0,Gasolina,5.0,,automatica,Sabadell 1,Profesional,18.99,Medio (10-20K),,0,0,0,0.0,Flexicar
KIA,Sportage,2017.0,4,Reciente (4-7a),93232.0,Gasolina,5.0,,manual,Sabadell 1,Profesional,15.49,Medio (10-20K),,0,0,0,0.0,Flexicar
NISSAN,Qashqai,2014.0,7,Reciente (4-7a),147169.0,Diesel,5.0,,manual,Sabadell 1,Profesional,10.77,Medio (10-20K),,0,0,0,0.0,Flexicar
DS,DS 4,2015.0,6,Reciente (4-7a),91700.0,Diesel,5.0,,manual,Sabadell 1,Profesional,8.79,Accesible (5-10K),,0,0,0,0.0,Flexicar
AUDI,A5,2016.0,5,Reciente (4-7a),102000.0,Diesel,5.0,,automatica,Sabadell 1,Profesional,20.97,Premium (20-35K),,0,0,0,0.0,Flexicar
SEAT,Leon,2019.0,2,Casi nuevo (0-3a),51850.0,Gasolina,5.0,,manual,Sabadell 1,Profesional,18.99,Medio (10-20K),,0,0,0,0.0,Flexicar
SEAT,Leon,2017.0,4,Reciente (4-7a),93298.0,Gasolina,5.0,,automatica,Esplugas,Profesional,21.99,Premium (20-35K),,0,0,0,0.0,Flexicar
BMW,Serie 1,2015.0,6,Reciente (4-7a),116900.0,Diesel,5.0,,manual,Hospitalet,Profesional,14.99,Medio (10-20K),,0,0,0,0.0,Flexicar
AUDI,Q3,2016.0,5,Reciente (4-7a),101794.0,Gasolina,5.0,,automatica,Esplugas,Profesional,22.99,Premium (20-35K),,0,0,0,0.0,Flexicar
FIAT,Tipo,2018.0,3,Casi nuevo (0-3a),118548.0,Glp,5.0,,manual,Esplugas,Profesional,8.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
SEAT,Arona,2018.0,3,Casi nuevo (0-3a),44979.0,Gasolina,5.0,,manual,Esplugas,Profesional,13.99,Medio (10-20K),,0,0,0,0.0,Flexicar
BMW,X4,2014.0,7,Reciente (4-7a),168900.0,Diesel,5.0,,automatica,Hospitalet,Profesional,23.49,Premium (20-35K),,0,0,0,0.0,Flexicar
TOYOTA,Verso,2018.0,3,Casi nuevo (0-3a),71000.0,Gasolina,5.0,,manual,Hospitalet,Profesional,15.99,Medio (10-20K),,0,0,0,0.0,Flexicar
AUDI,A1,2018.0,3,Casi nuevo (0-3a),54900.0,Diesel,5.0,,manual,Hospitalet,Profesional,17.99,Medio (10-20K),,0,0,0,0.0,Flexicar
MERCEDES,Benz Clase A,2015.0,6,Reciente (4-7a),120600.0,Diesel,5.0,,automatica,Hospitalet,Profesional,15.49,Medio (10-20K),,0,0,0,0.0,Flexicar
FORD,Fiesta,2015.0,6,Reciente (4-7a),51995.0,Gasolina,5.0,,manual,Hospitalet,Profesional,8.49,Accesible (5-10K),,0,0,0,0.0,Flexicar
JEEP,Renegade,2015.0,6,Reciente (4-7a),141653.0,Diesel,5.0,,manual,Esplugas,Profesional,12.99,Medio (10-20K),,0,0,0,0.0,Flexicar
SEAT,Altea,2012.0,9,Seminuevo (8-12a),169999.0,Diesel,5.0,,manual,Gavá,Profesional,7.49,Accesible (5-10K),,0,0,0,0.0,Flexicar
CITROEN,Grand C4 Picasso,2016.0,5,Reciente (4-7a),98000.0,Diesel,5.0,,automatica,Gavá,Profesional,14.49,Medio (10-20K),,0,0,0,0.0,Flexicar
DACIA,Lodgy,2017.0,4,Reciente (4-7a),84000.0,Gasolina,5.0,,manual,Badalona,Profesional,9.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
MAZDA,Mazda6,2015.0,6,Reciente (4-7a),91930.0,Diesel,5.0,,manual,Hospitalet,Profesional,14.99,Medio (10-20K),,0,0,0,0.0,Flexicar
BMW,Serie 2 Active Tourer,2017.0,4,Reciente (4-7a),83000.0,Diesel,5.0,,manual,Granollers,Profesional,18.99,Medio (10-20K),,0,0,0,0.0,Flexicar
SEAT,Ibiza,2018.0,3,Casi nuevo (0-3a),94230.0,Gasolina,5.0,,manual,Granollers,Profesional,11.49,Medio (10-20K),,0,0,0,0.0,Flexicar
SUBARU,Forester,2020.0,1,Casi nuevo (0-3a),15135.0,Híbrido,5.0,,automatica,Sabadell 1,Profesional,28.65,Premium (20-35K),,0,0,0,0.0,Flexicar
MINI,Countryman,2013.0,8,Seminuevo (8-12a),121196.0,Diesel,5.0,,automatica,Mataró,Profesional,13.99,Medio (10-20K),,0,0,0,0.0,Flexicar
AUDI,A3,2011.0,10,Seminuevo (8-12a),107802.0,Gasolina,5.0,,manual,Mataró,Profesional,11.99,Medio (10-20K),,0,0,0,0.0,Flexicar
FORD,Fiesta,2016.0,5,Reciente (4-7a),91321.0,Gasolina,5.0,,manual,Mataró,Profesional,9.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
KIA,Soul EV,2016.0,5,Reciente (4-7a),54700.0,Eléctrico,5.0,,automatica,Badalona,Profesional,16.49,Medio (10-20K),,0,0,0,0.0,Flexicar
OPEL,Combo,2016.0,5,Reciente (4-7a),99769.0,Diesel,5.0,,manual,Mataró,Profesional,8.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
